sum,max,min
2.5399669344128926,0.5040120535407394,0.20693631905406246
2.3877668393715856,0.5207642599359245,0.30201235374922847
3.925010474184466,0.5851235687148647,0.15375790988156293
2.515354970245651,0.5742258743684318,0.15008531150594565
3.069700057243797,0.43682393623200066,0.17935034847584275
3.1965903740196424,0.41526562621114266,0.10039976209880613
3.652189846183814,0.42153876165017085,0.21192163196179448
1.4128822428475671,0.7371158987091561,0.675766344138411
2.2208346130753194,0.5288601628427085,0.39591239629259345
1.9663757543468652,0.6393050291115516,0.3915991783821151
2.222003233783891,0.5144036672782512,0.36326204543380713
4.978508981732343,0.5137245504090796,0.15115364014985
3.101705424230728,0.46075524630914144,0.2072558149336571
2.5792518587788726,0.8737290721730101,0.21430924826697192
2.714260777214672,0.5210732836175309,0.13619282860630086
1.0,1.0,1.0
1.381612908395668,0.841758243980585,0.5398546644150832
1.4070072864089633,0.77479616734286,0.6322111190661034
1.4022616950117035,0.7928670708624195,0.609394624149284
1.0,1.0,1.0
1.3246647222128292,0.9099527226100721,0.41471199960275706
1.4122161177931059,0.7436767847378981,0.6685393330552076
1.3441666127594654,0.8918650828892656,0.4523015298701999
1.399737754545359,0.8007824770750805,0.5989552774702784
1.0,1.0,1.0
1.7156602431040697,0.681419370852578,0.49661982504809943
1.6838909959809971,0.7137281386347597,0.3851210384331504
1.3732741282632395,0.8555439679594674,0.5177301603037722
1.0,1.0,1.0
1.3131549835833125,0.919077010405648,0.3940779731776644
1.0,1.0,1.0
1.9640627591051585,0.6234223465114044,0.39200560892462155
2.434113816350649,0.47434244895954036,0.33689773352787755
2.7599271916339263,0.49761929372447605,0.23156406341529037
1.7274553327772124,0.6188244945078512,0.5187831998387443
2.3975308473996986,0.5169713101861035,0.26455950840067854
3.4688077972390268,0.3579636847815889,0.13672077341132283
2.1895751998352213,0.5475260911364341,0.3422593993961758
3.513204641229055,0.3596284532861337,0.18375856480101302
1.4136791788357708,0.7262765344338933,0.6874026444018774
1.3895438276644156,0.8262709166798764,0.5632729109845392
2.2239982223636723,0.5107854327937194,0.36544327065841864
3.521687386271601,0.37190309738894495,0.1781919720652178
1.979413292253416,0.5964061612506082,0.39431778627065306
2.391752700713613,0.5581431368317721,0.2926307673452897
2.5287725230364666,0.5090769208060705,0.13305734145766504
2.7847144867189075,0.421102956472639,0.24029657888189848
2.5799537718876127,0.5435684881359135,0.27023049114853515
1.3895438276644156,0.8262709166798764,0.5632729109845392
3.5428450707234296,0.4914638420741308,0.1970421027934464
2.7682425214620086,0.4904261046917473,0.26542041041220593
2.590836362609871,0.47215474141089586,0.2667769432728126
3.2216879820692386,0.3959569787454265,0.1740903235437731
2.9325439687803523,0.4573588062934027,0.2336956296856523
3.0919565596830907,0.3618045975028627,0.1884252865378278
3.5393851049110263,0.6338987128949954,0.18430629910348298
3.181215426670921,0.385396335209285,0.08667902554130993
3.9771066257921435,0.45985658781468836,0.15461548475502382
3.676981469168911,0.31910335637601445,0.15006406761284366
3.1073226660390763,0.4032108688473752,0.2028949957766346
3.677841213833869,0.6175391866490848,0.14993603285029508
2.961286017669481,0.4351930953953046,0.25306512594539404
4.167975327355261,0.38411670052825686,0.25396123793269276
3.7355907338981518,0.37843614825383437,0.14454003318139774
2.621126819587232,0.4245506515514196,0.3017407862952163
2.200338767675813,0.570899614491336,0.35897951407395357
2.627822445628333,0.4411330777343213,0.31968607324319837
3.5396510091872817,0.46862983592366536,0.1934329604598224
2.7841950972057665,0.5188553650736095,0.23339027039288554
3.462182677508034,0.3765335445716118,0.08468570597423886
2.8646218699959682,0.4397777067771078,0.1679688492320398
3.1946931323874015,0.44523629732176057,0.217437546897986
3.906141565880216,0.45321337533962774,0.1815917754475491
1.9276836024200574,0.6725527897441527,0.3520187127731606
5.613912538646835,0.48517909351489735,0.19365591944949068
2.756260128455951,0.48759610122497365,0.2565196184518286
2.1874355047441254,0.5871557766794877,0.3004763331586508
5.399589303660705,0.500634045732401,0.19982465800754792
6.332630730552673,0.5566865085370987,0.19045509897600332
2.9843548902803785,0.46955327623376164,0.2529130639841474
3.619058885722763,0.5403547299987327,0.15972878451476769
3.253008827620058,0.38568071881029997,0.19173214061772512
2.557655813552934,0.5144832507102255,0.22380400264575775
2.3999886761800067,0.46895985438335075,0.2315715064853369
2.7962190278450114,0.5192084523533518,0.23354909526247064
3.305692075474992,0.4124768458358638,0.09276967056780781
3.489155402213708,0.5988650400796925,0.07826262286529465
4.088392444232801,0.3864922866077971,0.12436474054033812
4.73571469864793,0.42836427260264476,0.17163413918103396
2.5928030755578164,0.47839856243422324,0.27699792398257744
1.4001650584517273,0.7995031119676567,0.6006619464840708
3.4127879723587107,0.6774289779398331,0.17705948776529684
4.718510943786982,0.5016789456871276,0.24029006722032312
