id,text_sum,text_min,text_max,text_mean,text_median,target
1,1.1000056490302086,0.004266697913408279,0.2614768445491791,0.11000056564807892,0.10815896093845367,1
4,1.3125491607934237,-0.1030239686369896,0.30894583463668823,0.08750327676534653,0.09382838755846024,1
5,6.537886707112193,-0.029605161398649216,1.0,0.14528636634349823,0.09950260818004608,1
6,1.2252289685420692,0.0013711205683648586,0.30047106742858887,0.12252289801836014,0.07762058824300766,1
7,2.0555238239467144,-0.05979955941438675,0.33251938223838806,0.09788208454847336,0.07461347430944443,1
8,1.770824982702834,-0.060204580426216125,0.2733062207698822,0.04918958246707916,0.04012923315167427,1
10,5.151926340535283,-0.028055207803845406,0.9999998807907104,0.14310906827449799,0.09894081205129623,1
13,0.7906312607228756,-0.03993585333228111,0.17866669595241547,0.07906312495470047,0.08044039458036423,1
14,1.0529488660395145,-0.02716127038002014,0.2239428609609604,0.10529488325119019,0.10305354744195938,1
15,0.7751549631357193,0.0257163867354393,0.2607192099094391,0.1291925013065338,0.10640007257461548,1
16,1.4262591265141964,-0.0630885660648346,0.3149844706058502,0.09508394449949265,0.07966620475053787,1
17,22.245779069140553,-0.055198878049850464,1.0000001192092896,0.18538148701190948,0.12379632890224457,1
18,4.804716186132282,-0.0076644509099423885,1.0,0.13346433639526367,0.0653439611196518,1
19,1.6595567539334297,0.06501327455043793,1.0000001192092896,0.27659279108047485,0.15955331921577454,1
20,2.6240690676495433,0.0052440594881772995,0.31031596660614014,0.09371675550937653,0.08826291561126709,1
23,0.0,0.0,0.0,0.0,0.0,0
24,0.11043895035982132,0.11043895035982132,0.11043895035982132,0.11043895035982132,0.11043895035982132,0
25,0.17230579257011414,0.17230579257011414,0.17230579257011414,0.17230579257011414,0.17230579257011414,0
26,0.16357097029685974,0.16357097029685974,0.16357097029685974,0.16357097029685974,0.16357097029685974,0
28,0.0,0.0,0.0,0.0,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0
32,0.12273304909467697,0.12273304909467697,0.12273304909467697,0.12273304909467697,0.12273304909467697,0
33,0.24957245588302612,0.24957245588302612,0.24957245588302612,0.24957245588302612,0.24957245588302612,0
34,0.11388490349054337,0.11388490349054337,0.11388490349054337,0.11388490349054337,0.11388490349054337,0
36,0.0,0.0,0.0,0.0,0.0,0
37,0.6808138787746429,0.1653660386800766,0.2919914424419403,0.22693796455860138,0.22345639765262604,0
38,0.3238819018006325,-0.04226842150092125,0.4008558690547943,0.10796063393354416,-0.034705545753240585,0
39,0.3585200309753418,0.3585200309753418,0.3585200309753418,0.3585200309753418,0.3585200309753418,0
40,0.0,0.0,0.0,0.0,0.0,0
41,0.15341389179229736,0.15341389179229736,0.15341389179229736,0.15341389179229736,0.15341389179229736,0
44,0.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,1
49,0.7326270793564618,-0.0020780698396265507,0.2636103332042694,0.07326270639896393,0.05895683169364929,0
50,1.2025620866334066,-0.01030580885708332,0.3965580463409424,0.08017080277204514,0.034738510847091675,1
52,-0.01214078813791275,-0.01214078813791275,-0.01214078813791275,-0.01214078813791275,-0.01214078813791275,0
53,1.4740601714001969,-0.011482112109661102,0.23636363446712494,0.09827067703008652,0.06549738347530365,0
54,5.306107864715159,-0.006455086171627045,0.3438546359539032,0.11791350692510605,0.11287625879049301,0
55,0.04666830971837044,0.04666830971837044,0.04666830971837044,0.04666830971837044,0.04666830971837044,1
56,6.8723388989456,-0.10591647028923035,0.5021896958351135,0.12495161592960358,0.08243904262781143,1
57,0.0,0.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0
62,6.861906286270823,-0.07591632008552551,0.4312566816806793,0.10396827757358551,0.09961505234241486,0
63,-0.028134647756814957,-0.028134647756814957,-0.028134647756814957,-0.028134647756814957,-0.028134647756814957,0
64,0.9825844196602702,-0.017517007887363434,0.29270538687705994,0.09825844317674637,0.08491480350494385,0
65,3.014368230709806,-0.0631805956363678,0.4008558690547943,0.10765600949525833,0.09066174924373627,0
66,1.0834681987762451,0.041844047605991364,0.28491100668907166,0.10834681987762451,0.09755571186542511,1
67,0.8448296398855746,-0.015992941334843636,0.156662717461586,0.05632197484374046,0.05574130266904831,0
68,0.0,0.0,0.0,0.0,0.0,0
71,13.134462766494835,-0.06361781060695648,0.9999998807907104,0.14433474838733673,0.12309679388999939,0
73,1.0975794857367873,-0.04927697405219078,0.3174552917480469,0.10975794494152069,0.0795838013291359,1
74,3.021254872903228,0.02173817716538906,0.4268929064273834,0.1438692808151245,0.1327739655971527,1
76,5.9081631595036015,-0.08675887435674667,0.47329553961753845,0.16411563754081726,0.1530858874320984,0
77,2.2000774706248194,-0.005308657418936491,0.2414204329252243,0.10476559400558472,0.07227928191423416,1
78,3.1155788131145528,-8.055720536503941e-05,0.3628578186035156,0.11127067357301712,0.09650830924510956,0
79,1.6359285577200353,-0.06116260960698128,0.21084436774253845,0.07790136337280273,0.08313141763210297,1
80,2.6688203681260347,0.0034593306481838226,0.3934454619884491,0.12708668410778046,0.09156996011734009,1
81,2.9530924148857594,-0.01328945904970169,0.2890150547027588,0.10546758770942688,0.12263879179954529,0
82,7.406243353383616,-0.06467243283987045,0.4732228219509125,0.1122158095240593,0.0927482545375824,0
83,1.7421883400529623,0.009793244302272797,0.4000581204891205,0.11614588648080826,0.09158041328191757,1
85,7.463365310803056,-0.13147220015525818,1.0000001192092896,0.20731569826602936,0.13472753763198853,0
